title,category,price_usd,rating,stock_status,num_reviews
Book Title Item #0988,Self-Help,84.8,Three,In stock,46
Book Title Item #0989,Arts & Design,31.79,Three,In stock,50
Book Title Item #0990,Science & Tech,46.06,Four,In stock,48
Book Title Item #0991,Science & Tech,39.11,Three,In stock,45
Book Title Item #0992,Arts & Design,15.42,Five,In stock,40
Book Title Item #0993,Non-Fiction,34.21,Three,In stock,37
Book Title Item #0994,History,322.01,Five,Out of stock,47
Book Title Item #0995,Fiction,39.25,Two,Out of stock,37
Book Title Item #0996,Self-Help,46.53,Four,In stock,51
Book Title Item #0997,Fiction,71.14,Five,In stock,41
Book Title Item #0998,Arts & Design,9.6,Two,In stock,52
Book Title Item #0999,History,37.0,Five,In stock,34
Book Title Item #1000,Self-Help,17.71,Four,In stock,46
Book Title Item #1001,Arts & Design,49.0,Five,In stock,44
Book Title Item #1002,Non-Fiction,103.15,Four,In stock,41
Book Title Item #1003,Science & Tech,30.85,Three,In stock,53
Book Title Item #1004,Fiction,23.88,Two,In stock,53
Book Title Item #1005,Business,28.59,Three,In stock,53
Book Title Item #1006,Business,17.84,Two,In stock,34
Book Title Item #1007,History,7.94,Two,Out of stock,44
Book Title Item #1008,Non-Fiction,42.35,Two,In stock,42
Book Title Item #1009,Fiction,36.1,Three,In stock,45
Book Title Item #1010,Non-Fiction,24.22,Four,In stock,42
Book Title Item #1011,Fiction,19.95,Two,In stock,50
Book Title Item #1012,History,56.39,Two,In stock,49
Book Title Item #1013,History,68.1,Four,In stock,49
Book Title Item #1014,Business,39.65,Two,In stock,60
Book Title Item #1015,Non-Fiction,11.05,Two,In stock,55
Book Title Item #1016,Self-Help,33.47,Two,In stock,44
Book Title Item #1017,Business,43.99,Five,In stock,42
Book Title Item #1018,Non-Fiction,31.51,Five,In stock,45
Book Title Item #1019,Business,33.51,Three,In stock,56
Book Title Item #1020,Self-Help,25.17,Four,Out of stock,42
Book Title Item #1021,Science & Tech,31.89,Four,In stock,42
Book Title Item #1022,Science & Tech,59.19,Four,In stock,45
Book Title Item #1023,Science & Tech,40.89,Four,In stock,53
Book Title Item #1024,Science & Tech,27.23,Four,In stock,36
Book Title Item #1025,,31.55,Three,Out of stock,44
Book Title Item #1026,Fiction,71.28,One,In stock,30
Book Title Item #1027,Arts & Design,20.17,Four,In stock,42
Book Title Item #1028,Arts & Design,25.3,Five,In stock,49
Book Title Item #1029,Arts & Design,33.47,Four,In stock,40
Book Title Item #1030,Science & Tech,26.35,Five,In stock,53
Book Title Item #1031,Self-Help,69.49,Five,In stock,58
Book Title Item #1032,History,59.95,Two,In stock,41
Book Title Item #1033,History,33.07,Four,In stock,36
Book Title Item #1034,Fiction,98.71,Four,In stock,37
Book Title Item #1035,Science & Tech,42.55,Five,Out of stock,47
Book Title Item #1036,Science & Tech,76.74,Five,In stock,26
Book Title Item #1037,Science & Tech,72.9,Four,In stock,41
Book Title Item #1038,Business,45.82,Three,In stock,44
Book Title Item #1039,Non-Fiction,19.4,Four,In stock,45
Book Title Item #1040,Business,38.13,Two,In stock,40
Book Title Item #1041,Non-Fiction,24.84,Four,In stock,46
Book Title Item #1042,Science & Tech,48.51,Five,In stock,44
Book Title Item #1043,Science & Tech,44.49,Three,In stock,45
Book Title Item #1044,Business,41.45,Four,In stock,46
Book Title Item #1045,Business,54.95,Three,Out of stock,49
Book Title Item #1046,,43.47,Three,In stock,44
Book Title Item #1047,History,35.21,Three,In stock,51
Book Title Item #1048,Non-Fiction,18.57,Four,In stock,33
Book Title Item #1049,Business,26.16,Five,In stock,31
Book Title Item #1050,Self-Help,21.02,Five,In stock,44
Book Title Item #1051,Business,56.72,Two,In stock,34
Book Title Item #1052,Self-Help,34.02,Five,In stock,45
Book Title Item #1053,Fiction,41.55,Four,In stock,47
Book Title Item #1054,Business,28.49,Three,In stock,43
Book Title Item #1055,,63.99,One,In stock,54
Book Title Item #1056,History,50.17,Three,In stock,37
Book Title Item #1057,Non-Fiction,38.96,Five,In stock,43
Book Title Item #1058,Self-Help,35.97,Four,In stock,47
Book Title Item #1059,Non-Fiction,23.5,Four,In stock,45
Book Title Item #1060,Fiction,26.47,Three,In stock,53
Book Title Item #1061,Self-Help,15.43,Four,In stock,66
Book Title Item #1062,Non-Fiction,50.69,One,In stock,62
Book Title Item #1063,Business,53.08,Three,In stock,39
Book Title Item #1064,Science & Tech,54.3,Four,In stock,49
Book Title Item #1065,Fiction,21.76,Two,In stock,44
Book Title Item #1066,Non-Fiction,74.14,Five,In stock,47
Book Title Item #1067,Fiction,30.9,Three,In stock,53
Book Title Item #1068,Arts & Design,47.62,Four,In stock,42
Book Title Item #1069,Fiction,18.37,Three,In stock,55
Book Title Item #1070,Self-Help,65.67,Four,In stock,52
Book Title Item #1071,Arts & Design,52.02,Two,In stock,46
Book Title Item #1072,Self-Help,31.6,One,In stock,41
Book Title Item #1073,Science & Tech,28.65,Five,Out of stock,55
Book Title Item #1074,Arts & Design,51.36,Three,In stock,36
Book Title Item #1075,Business,65.57,Five,In stock,47
Book Title Item #1076,Fiction,23.58,Five,In stock,40
Book Title Item #1077,Non-Fiction,35.12,Three,In stock,49
Book Title Item #1078,History,28.1,Three,In stock,47
Book Title Item #1079,Fiction,67.19,Four,In stock,44
Book Title Item #1080,Fiction,26.65,Five,In stock,39
Book Title Item #1081,Science & Tech,,Five,In stock,56
Book Title Item #1082,Business,52.55,Four,In stock,39
Book Title Item #1083,History,70.92,Four,In stock,54
Book Title Item #1084,Arts & Design,50.98,Two,In stock,54
Book Title Item #1085,Arts & Design,62.91,Five,In stock,50
Book Title Item #1086,Arts & Design,95.14,Five,In stock,42
Book Title Item #1087,Self-Help,85.16,Two,In stock,45
Book Title Item #1088,Self-Help,85.67,Three,In stock,54
Book Title Item #1089,Non-Fiction,28.28,Two,In stock,38
Book Title Item #1090,History,52.85,Three,In stock,41
Book Title Item #1091,Arts & Design,40.21,Five,In stock,48
Book Title Item #1092,Self-Help,39.84,Three,In stock,45
Book Title Item #1093,Non-Fiction,64.29,Two,Out of stock,45
Book Title Item #1094,Business,49.01,Three,In stock,50
Book Title Item #1095,Non-Fiction,35.71,Five,In stock,42
Book Title Item #1096,Self-Help,25.82,Four,In stock,62
Book Title Item #1097,Science & Tech,49.22,Three,In stock,50
Book Title Item #1098,Science & Tech,33.95,Two,In stock,40
Book Title Item #1099,Arts & Design,64.13,Five,In stock,55
Book Title Item #1100,Science & Tech,63.09,Five,Out of stock,59
Book Title Item #1101,Arts & Design,45.58,Three,In stock,46
Book Title Item #1102,Arts & Design,20.85,One,In stock,58
Book Title Item #1103,Self-Help,29.81,One,In stock,46
Book Title Item #1104,Science & Tech,87.54,Two,In stock,46
Book Title Item #1105,Arts & Design,48.37,Four,In stock,44
Book Title Item #1106,History,70.8,Five,In stock,36
Book Title Item #1107,Business,21.37,Four,In stock,40
Book Title Item #1108,Non-Fiction,142.31,Five,In stock,35
Book Title Item #1109,Non-Fiction,,Three,In stock,39
Book Title Item #1110,Self-Help,48.75,Four,In stock,38
Book Title Item #1111,Science & Tech,13.58,Four,In stock,47
Book Title Item #1112,Science & Tech,64.13,Two,In stock,41
Book Title Item #1113,Arts & Design,23.63,Three,In stock,61
Book Title Item #1114,Fiction,34.16,Four,In stock,50
Book Title Item #1115,Arts & Design,43.95,One,In stock,41
Book Title Item #1116,Business,55.34,Three,In stock,33
Book Title Item #1117,History,33.84,Four,In stock,40
Book Title Item #1118,Non-Fiction,41.32,Five,In stock,44
Book Title Item #1119,Arts & Design,42.99,Four,In stock,42
Book Title Item #1120,Fiction,38.48,Five,In stock,44
Book Title Item #1121,Fiction,33.55,Three,In stock,47
Book Title Item #1122,Arts & Design,28.4,Four,In stock,46
Book Title Item #1123,Self-Help,44.19,Four,In stock,36
Book Title Item #1124,Non-Fiction,43.42,Five,In stock,41
Book Title Item #1125,Self-Help,25.63,Three,Out of stock,38
Book Title Item #1126,History,33.63,Four,In stock,39
Book Title Item #1127,Fiction,13.65,Four,In stock,39
Book Title Item #1128,Fiction,32.68,Three,In stock,55
Book Title Item #1129,Business,13.88,Two,In stock,43
Book Title Item #1130,History,28.75,Two,In stock,44
Book Title Item #1131,Fiction,20.94,One,In stock,48
Book Title Item #1132,History,24.27,Five,In stock,53
Book Title Item #1133,Non-Fiction,72.02,Three,In stock,47
Book Title Item #1134,Science & Tech,19.46,Three,In stock,39
Book Title Item #1135,Fiction,,Four,In stock,45
Book Title Item #1136,Business,43.95,Three,In stock,38
Book Title Item #1137,Non-Fiction,12.2,Four,In stock,51
Book Title Item #1138,Arts & Design,34.14,Two,In stock,45
Book Title Item #1139,History,41.85,Five,In stock,47
Book Title Item #1140,Arts & Design,20.35,Five,In stock,54
Book Title Item #1141,Self-Help,16.39,Five,In stock,47
Book Title Item #1142,Non-Fiction,54.87,Three,In stock,48
Book Title Item #1143,Arts & Design,12.44,Four,Out of stock,48
Book Title Item #1144,Fiction,29.88,Two,In stock,50
Book Title Item #1145,History,18.92,One,In stock,49
Book Title Item #1146,Science & Tech,9.65,One,In stock,43
Book Title Item #1147,Non-Fiction,64.62,Four,Out of stock,39
Book Title Item #1148,Fiction,52.29,Four,In stock,48
Book Title Item #1149,Business,67.46,Four,Out of stock,42
Book Title Item #1150,Self-Help,39.75,One,In stock,47
Book Title Item #1151,History,18.94,Three,In stock,49
Book Title Item #1152,Non-Fiction,28.17,Four,In stock,38
Book Title Item #1153,Non-Fiction,15.97,Three,In stock,50
Book Title Item #1154,Science & Tech,31.93,Four,In stock,45
Book Title Item #1155,Science & Tech,62.42,Three,In stock,49
Book Title Item #1156,Business,28.29,Five,In stock,34
Book Title Item #1157,Self-Help,44.24,Four,In stock,42
Book Title Item #1158,Business,42.4,Three,In stock,42
Book Title Item #1159,Fiction,18.16,Three,In stock,36
Book Title Item #1160,Fiction,18.4,Four,In stock,42
Book Title Item #1161,Business,51.76,Five,In stock,42
Book Title Item #1162,Self-Help,22.5,Three,In stock,35
Book Title Item #1163,Business,45.53,Three,In stock,53
Book Title Item #1164,Self-Help,22.28,Five,In stock,34
Book Title Item #1165,Self-Help,24.92,Four,In stock,42
Book Title Item #1166,Arts & Design,45.04,Three,In stock,47
Book Title Item #1167,History,33.39,Four,In stock,50
Book Title Item #1168,Self-Help,30.61,Three,In stock,52
Book Title Item #1169,Science & Tech,21.17,Four,In stock,46
Book Title Item #1170,Self-Help,39.32,Three,In stock,49
Book Title Item #1171,Self-Help,23.12,Five,In stock,44
Book Title Item #1172,Self-Help,48.3,Four,In stock,36
Book Title Item #1173,Arts & Design,281.01,Four,In stock,45
Book Title Item #1174,Arts & Design,30.43,Four,In stock,57
Book Title Item #1175,Fiction,48.75,Five,In stock,45
Book Title Item #1176,Arts & Design,43.15,Five,In stock,36
Book Title Item #1177,Science & Tech,44.92,Four,In stock,40
Book Title Item #1178,Science & Tech,34.29,Four,In stock,55
Book Title Item #1179,Arts & Design,18.95,Four,In stock,44
Book Title Item #1180,Business,56.14,Four,In stock,44
Book Title Item #1181,History,36.46,Two,Out of stock,41
Book Title Item #1182,Arts & Design,25.78,Four,In stock,53
Book Title Item #1183,Self-Help,24.67,Three,In stock,31
Book Title Item #1184,Non-Fiction,79.39,Five,In stock,42
Book Title Item #1185,History,33.12,Three,In stock,51
Book Title Item #1186,History,16.64,Five,In stock,46
Book Title Item #1187,Science & Tech,65.88,Four,In stock,36
Book Title Item #1188,History,30.35,Four,Out of stock,42
Book Title Item #1189,Arts & Design,26.62,Four,In stock,45
Book Title Item #1190,Self-Help,19.79,Two,In stock,65
Book Title Item #1191,Self-Help,37.41,Three,In stock,50
Book Title Item #1192,Fiction,57.7,Two,In stock,42
Book Title Item #1193,Self-Help,38.11,Four,In stock,47
Book Title Item #1194,Self-Help,27.97,Three,In stock,41
Book Title Item #1195,Science & Tech,15.18,Four,In stock,46
Book Title Item #1196,Self-Help,31.44,Three,In stock,58
Book Title Item #1197,Fiction,42.13,Two,In stock,33
Book Title Item #1198,Non-Fiction,22.48,Three,In stock,47
Book Title Item #1199,Arts & Design,67.38,Five,In stock,49
Book Title Item #1200,Science & Tech,28.36,Four,In stock,40
Book Title Item #1201,Non-Fiction,43.79,Three,In stock,42
Book Title Item #1202,,301.61,Four,In stock,37
Book Title Item #1203,Business,322.7,Two,Out of stock,39
Book Title Item #1204,History,39.27,Five,Out of stock,41
Book Title Item #1205,Business,77.44,Four,In stock,47
Book Title Item #1206,Self-Help,39.77,Three,In stock,48
Book Title Item #1207,Non-Fiction,,Four,In stock,43
Book Title Item #1208,Self-Help,40.98,Two,In stock,43
Book Title Item #1209,History,19.08,Five,In stock,39
Book Title Item #1210,Science & Tech,65.14,Two,In stock,48
Book Title Item #1211,,43.93,Four,In stock,33
Book Title Item #1212,,48.62,Three,In stock,45
Book Title Item #1213,History,60.61,Four,In stock,40
Book Title Item #1214,Fiction,61.96,Four,In stock,47
Book Title Item #1215,History,20.05,Four,In stock,39
Book Title Item #1216,Arts & Design,,Four,Out of stock,43
Book Title Item #1217,Fiction,23.46,Five,In stock,42
Book Title Item #1218,Non-Fiction,18.2,One,In stock,51
Book Title Item #1219,Self-Help,28.66,Three,In stock,38
Book Title Item #1220,Self-Help,19.28,Three,In stock,48
Book Title Item #1221,Business,19.97,Five,In stock,41
Book Title Item #1222,Self-Help,43.2,Three,In stock,49
Book Title Item #1223,Science & Tech,14.33,Four,In stock,57
Book Title Item #1224,Arts & Design,37.18,Four,In stock,51
Book Title Item #1225,History,56.03,Three,In stock,53
Book Title Item #1226,Business,55.79,Three,In stock,49
Book Title Item #1227,Science & Tech,49.41,Three,In stock,53
Book Title Item #1228,Science & Tech,52.74,Three,In stock,45
Book Title Item #1229,Fiction,51.13,Three,In stock,42
Book Title Item #1230,Self-Help,19.71,One,In stock,37
Book Title Item #1231,Non-Fiction,31.98,Five,Out of stock,46
Book Title Item #1232,Non-Fiction,50.1,Five,In stock,38
Book Title Item #1233,Business,28.12,Three,Out of stock,59
Book Title Item #1234,Arts & Design,28.27,Three,In stock,48
Book Title Item #1235,Non-Fiction,41.7,One,In stock,44
Book Title Item #1236,History,83.65,Four,Out of stock,50
Book Title Item #1237,Non-Fiction,54.85,Five,In stock,46
Book Title Item #1238,Business,14.54,Two,In stock,47
Book Title Item #1239,Non-Fiction,39.46,Two,In stock,42
Book Title Item #1240,History,21.01,Four,In stock,39
Book Title Item #1241,Fiction,56.76,Four,Out of stock,49
Book Title Item #1242,Arts & Design,68.31,One,In stock,47
Book Title Item #1243,Business,90.89,Four,In stock,45
Book Title Item #1244,Fiction,55.63,Three,In stock,42
Book Title Item #1245,Fiction,47.03,Three,In stock,49
Book Title Item #1246,Fiction,47.97,Four,In stock,46
Book Title Item #1247,Science & Tech,20.78,Five,In stock,36
Book Title Item #1248,Arts & Design,35.12,Three,In stock,41
Book Title Item #1249,Self-Help,40.0,Five,In stock,60
Book Title Item #1250,Arts & Design,25.44,Three,Out of stock,54
Book Title Item #1251,Science & Tech,46.02,Four,In stock,42
Book Title Item #1252,Self-Help,97.53,Four,In stock,40
Book Title Item #1253,Arts & Design,13.53,Five,In stock,57
Book Title Item #1254,Fiction,49.81,Five,In stock,57
Book Title Item #1255,Business,35.71,Two,In stock,60
Book Title Item #1256,Self-Help,46.66,Five,Out of stock,45
Book Title Item #1257,History,39.6,Five,In stock,46
Book Title Item #1258,History,31.44,Four,In stock,44
Book Title Item #1259,Non-Fiction,533.42,Three,In stock,50
Book Title Item #1260,Self-Help,51.57,Five,In stock,59
Book Title Item #1261,Business,46.17,Five,In stock,40
Book Title Item #1262,Science & Tech,46.26,Three,In stock,51
Book Title Item #1263,Fiction,489.17,Five,In stock,49
Book Title Item #1264,Non-Fiction,27.87,One,Out of stock,49
Book Title Item #1265,History,35.67,Two,In stock,43
Book Title Item #1266,Science & Tech,23.04,Four,Out of stock,37
Book Title Item #1267,Science & Tech,,Four,In stock,36
Book Title Item #1268,Fiction,17.66,Four,In stock,42
Book Title Item #1269,Self-Help,,One,In stock,58
Book Title Item #1270,History,44.04,Five,In stock,49
Book Title Item #1271,Business,92.71,One,Out of stock,34
Book Title Item #1272,Science & Tech,19.36,Two,In stock,52
Book Title Item #1273,Fiction,31.25,One,In stock,34
Book Title Item #1274,Business,84.04,Four,In stock,42
Book Title Item #1275,Self-Help,47.8,Five,In stock,46
Book Title Item #1276,History,42.51,Four,In stock,56
Book Title Item #1277,Self-Help,22.3,Five,In stock,29
Book Title Item #1278,Science & Tech,32.93,One,In stock,46
Book Title Item #1279,Business,26.16,Four,In stock,40
Book Title Item #1280,Business,45.56,Four,In stock,41
Book Title Item #1281,Business,46.12,Four,In stock,47
Book Title Item #1282,Science & Tech,28.71,One,In stock,43
Book Title Item #1283,Science & Tech,31.66,Four,In stock,46
Book Title Item #1284,Self-Help,65.45,Four,In stock,51
Book Title Item #1285,Non-Fiction,69.4,Four,In stock,42
Book Title Item #1286,Self-Help,30.16,Four,In stock,41
Book Title Item #1287,History,,Two,In stock,52
Book Title Item #1288,Fiction,18.77,Four,In stock,54
Book Title Item #1289,Business,31.6,Two,In stock,42
Book Title Item #1290,Non-Fiction,37.27,Five,In stock,35
Book Title Item #1291,Fiction,14.97,Four,In stock,46
Book Title Item #1292,Non-Fiction,44.43,Two,In stock,48
Book Title Item #1293,Arts & Design,32.23,Five,In stock,39
Book Title Item #1294,Self-Help,72.06,Four,In stock,44
Book Title Item #1295,Science & Tech,73.97,One,In stock,45
Book Title Item #1296,Business,93.97,Four,In stock,44
Book Title Item #1297,Self-Help,44.37,Three,In stock,39
Book Title Item #1298,Fiction,31.49,Five,In stock,48
Book Title Item #1299,Arts & Design,42.67,Five,In stock,43
Book Title Item #1300,Arts & Design,32.65,Five,In stock,53
Book Title Item #1301,Arts & Design,65.67,Four,In stock,41
Book Title Item #1302,Fiction,51.61,Four,In stock,49
Book Title Item #1303,Fiction,28.58,Four,In stock,37
Book Title Item #1304,Fiction,52.07,Two,In stock,55
Book Title Item #1305,Fiction,13.37,Four,In stock,59
Book Title Item #1306,Arts & Design,76.56,Four,In stock,51
Book Title Item #1307,Arts & Design,25.25,Two,In stock,48
Book Title Item #1308,Non-Fiction,71.3,Three,In stock,42
Book Title Item #1309,Self-Help,28.57,Five,In stock,53
Book Title Item #1310,,318.29,Five,Out of stock,47
Book Title Item #1311,Science & Tech,30.84,Two,In stock,43
Book Title Item #1312,Arts & Design,46.49,Two,In stock,41
Book Title Item #1313,Science & Tech,19.31,Three,In stock,38
Book Title Item #1314,Self-Help,10.06,Five,In stock,48
Book Title Item #1315,Self-Help,68.62,Two,Out of stock,41
Book Title Item #1316,Science & Tech,76.17,Four,In stock,50
Book Title Item #1317,Arts & Design,28.54,Two,In stock,46
Book Title Item #1318,Science & Tech,23.18,Four,Out of stock,39
Book Title Item #1319,Non-Fiction,32.78,Three,In stock,34
Book Title Item #1320,History,19.53,Four,In stock,46
Book Title Item #1321,Arts & Design,44.22,Three,In stock,55
Book Title Item #1322,Arts & Design,30.21,Four,In stock,47
Book Title Item #1323,Business,,Three,In stock,48
Book Title Item #1324,Fiction,26.71,Four,In stock,48
Book Title Item #1325,History,34.95,Five,In stock,37
Book Title Item #1326,Self-Help,30.46,Two,In stock,47
Book Title Item #1327,Arts & Design,35.42,Five,In stock,40
Book Title Item #1328,Science & Tech,25.48,Four,In stock,41
Book Title Item #1329,History,60.99,Two,Out of stock,59
Book Title Item #1330,Business,44.22,Three,In stock,43
Book Title Item #1331,Self-Help,35.55,Two,In stock,56
Book Title Item #1332,Fiction,20.88,Four,Out of stock,39
Book Title Item #1333,Fiction,59.02,Four,In stock,43
Book Title Item #1334,Business,26.16,Two,In stock,49
Book Title Item #1335,Business,38.38,Four,In stock,40
Book Title Item #1336,Science & Tech,26.75,Five,In stock,48
Book Title Item #1337,Arts & Design,51.62,Five,In stock,44
Book Title Item #1338,Fiction,11.72,Four,Out of stock,43
Book Title Item #1339,Self-Help,26.46,Five,In stock,56
Book Title Item #1340,History,52.18,Four,In stock,43
Book Title Item #1341,Self-Help,24.08,Three,In stock,59
Book Title Item #1342,Non-Fiction,12.1,Five,In stock,44
Book Title Item #1343,Non-Fiction,25.49,Four,In stock,47
Book Title Item #1344,Business,42.19,Four,In stock,47
Book Title Item #1345,Science & Tech,18.92,Four,In stock,45
Book Title Item #1346,Non-Fiction,33.74,Five,In stock,54
Book Title Item #1347,Fiction,33.78,Five,In stock,40
Book Title Item #1348,Self-Help,83.13,Three,In stock,54
Book Title Item #1349,Self-Help,22.86,Three,In stock,43
Book Title Item #1350,Business,78.59,Four,In stock,51
Book Title Item #1351,Arts & Design,22.93,Four,In stock,42
Book Title Item #1352,Arts & Design,48.38,Three,In stock,53
Book Title Item #1353,History,31.02,Four,Out of stock,49
Book Title Item #1354,Business,28.65,Four,In stock,55
Book Title Item #1355,History,16.37,Three,Out of stock,60
Book Title Item #1356,Arts & Design,48.22,Two,In stock,42
Book Title Item #1357,Business,60.09,Three,Out of stock,40
Book Title Item #1358,Business,47.39,Five,In stock,41
Book Title Item #1359,Business,25.2,Three,Out of stock,44
Book Title Item #1360,Arts & Design,30.16,Two,In stock,55
Book Title Item #1361,History,33.11,Four,In stock,39
Book Title Item #1362,History,50.38,Three,Out of stock,40
Book Title Item #1363,Business,64.2,One,In stock,34
Book Title Item #1364,Non-Fiction,,Three,In stock,35
Book Title Item #1365,Science & Tech,12.89,Four,In stock,41
Book Title Item #1366,Arts & Design,12.81,Four,Out of stock,47
Book Title Item #1367,Science & Tech,23.95,Three,In stock,50
Book Title Item #1368,Science & Tech,58.84,Three,In stock,42
Book Title Item #1369,History,48.85,Five,In stock,49
Book Title Item #1370,History,51.83,Three,In stock,41
Book Title Item #1371,Non-Fiction,24.79,Three,In stock,50
Book Title Item #1372,Science & Tech,28.91,Three,In stock,36
Book Title Item #1373,Science & Tech,57.92,Four,In stock,39
Book Title Item #1374,Business,80.5,Four,Out of stock,38
Book Title Item #1375,History,58.54,Three,In stock,36
Book Title Item #1376,Science & Tech,58.56,Four,In stock,37
Book Title Item #1377,,24.21,One,In stock,32
Book Title Item #1378,Non-Fiction,50.71,Three,In stock,45
Book Title Item #1379,Self-Help,17.51,Four,In stock,51
Book Title Item #1380,Self-Help,62.95,Three,In stock,44
Book Title Item #1381,Arts & Design,,Four,In stock,59
Book Title Item #1382,Arts & Design,31.7,Three,In stock,46
Book Title Item #1383,Non-Fiction,10.86,Four,In stock,41
Book Title Item #1384,Self-Help,31.18,One,In stock,37
Book Title Item #1385,Science & Tech,36.55,Five,In stock,50
Book Title Item #1386,History,38.5,Two,In stock,46
Book Title Item #1387,Non-Fiction,31.94,Five,In stock,38
Book Title Item #1388,Business,27.44,Three,In stock,43
Book Title Item #1389,Self-Help,22.79,Four,In stock,38
Book Title Item #1390,Non-Fiction,80.47,Three,In stock,54
Book Title Item #1391,Fiction,92.47,Five,In stock,37
Book Title Item #1392,Fiction,40.99,Two,In stock,53
Book Title Item #1393,Arts & Design,23.76,Two,In stock,47
Book Title Item #1394,History,20.3,Four,In stock,36
Book Title Item #1395,Science & Tech,31.82,Two,Out of stock,57
Book Title Item #1396,History,90.59,Two,Out of stock,47
Book Title Item #1397,History,42.03,Five,In stock,44
Book Title Item #1398,History,66.2,Five,In stock,42
Book Title Item #1399,History,65.55,Three,In stock,50
Book Title Item #1400,Business,51.56,Five,In stock,39
Book Title Item #1401,Business,19.47,Four,In stock,44
Book Title Item #1402,Arts & Design,65.68,Three,In stock,44
Book Title Item #1403,Non-Fiction,456.66,Four,In stock,44
Book Title Item #1404,Fiction,24.29,Four,In stock,38
Book Title Item #1405,History,42.95,Five,In stock,50
Book Title Item #1406,Arts & Design,30.15,Three,In stock,49
Book Title Item #1407,Non-Fiction,42.72,Four,In stock,45
Book Title Item #1408,Fiction,17.7,One,In stock,43
Book Title Item #1409,Self-Help,24.32,Two,In stock,38
Book Title Item #1410,Science & Tech,50.45,One,In stock,47
Book Title Item #1411,Business,127.55,Five,In stock,40
Book Title Item #1412,Self-Help,73.6,Five,In stock,49
Book Title Item #1413,Fiction,14.86,Four,In stock,46
Book Title Item #1414,Self-Help,31.76,Four,In stock,44
Book Title Item #1415,Science & Tech,26.33,Three,In stock,43
Book Title Item #1416,Arts & Design,36.38,Two,Out of stock,47
Book Title Item #1417,Fiction,42.68,Three,In stock,47
Book Title Item #1418,Self-Help,27.19,Three,In stock,43
Book Title Item #1419,Business,61.28,Four,In stock,43
Book Title Item #1420,Business,66.92,Four,In stock,35
Book Title Item #1421,Non-Fiction,64.99,One,In stock,41
Book Title Item #1422,,22.18,One,Out of stock,42
Book Title Item #1423,History,,Two,In stock,46
Book Title Item #1424,Self-Help,61.88,Three,In stock,46
Book Title Item #1425,Arts & Design,55.89,Five,Out of stock,42
Book Title Item #1426,Fiction,53.92,Four,In stock,48
Book Title Item #1427,Fiction,74.3,Five,In stock,44
Book Title Item #1428,Arts & Design,28.8,Four,In stock,44
Book Title Item #1429,Self-Help,13.59,Three,In stock,45
Book Title Item #1430,Arts & Design,31.53,Two,In stock,57
Book Title Item #1431,Science & Tech,32.51,Five,In stock,51
Book Title Item #1432,Arts & Design,117.69,Four,In stock,46
Book Title Item #1433,Business,25.98,Two,In stock,44
Book Title Item #1434,Arts & Design,66.14,Four,Out of stock,43
Book Title Item #1435,Fiction,105.62,Four,In stock,53
Book Title Item #1436,Business,93.23,Four,In stock,47
Book Title Item #1437,Fiction,36.61,Five,In stock,35
Book Title Item #1438,Non-Fiction,56.34,Four,In stock,41
Book Title Item #1439,History,41.9,Four,In stock,54
Book Title Item #1440,Fiction,23.7,One,Out of stock,33
Book Title Item #1441,,71.92,One,In stock,42
Book Title Item #1442,Non-Fiction,50.22,Two,In stock,49
Book Title Item #1443,Fiction,22.13,One,In stock,53
Book Title Item #1444,,30.2,Four,In stock,44
Book Title Item #1445,Arts & Design,34.04,Four,In stock,38
Book Title Item #1446,History,67.46,Two,In stock,50
Book Title Item #1447,,19.05,Five,In stock,52
Book Title Item #1448,Non-Fiction,19.01,Two,In stock,43
Book Title Item #1449,Science & Tech,41.46,Three,In stock,46
Book Title Item #1450,Self-Help,21.39,Three,In stock,43
Book Title Item #1451,Non-Fiction,33.57,Three,In stock,43
Book Title Item #1452,Arts & Design,28.25,Three,In stock,45
Book Title Item #1453,Non-Fiction,11.19,Four,In stock,41
Book Title Item #1454,Science & Tech,25.34,Three,In stock,51
Book Title Item #1455,Non-Fiction,32.99,Five,Out of stock,46
Book Title Item #1456,Science & Tech,59.73,One,Out of stock,43
Book Title Item #1457,Fiction,94.08,Two,In stock,54
Book Title Item #1458,Science & Tech,24.02,One,In stock,42
Book Title Item #1459,Science & Tech,40.49,Four,In stock,37
Book Title Item #1460,History,48.08,One,In stock,42
Book Title Item #1461,,112.77,Five,In stock,47
Book Title Item #1462,Science & Tech,27.5,Four,In stock,43
Book Title Item #1463,Self-Help,23.28,Four,In stock,47
Book Title Item #1464,Fiction,,Four,Out of stock,37
Book Title Item #1465,Arts & Design,23.19,Two,In stock,53
Book Title Item #1466,History,52.16,Two,In stock,32
Book Title Item #1467,Self-Help,385.77,Three,In stock,50
Book Title Item #1468,Business,42.25,Four,In stock,53
Book Title Item #1469,Fiction,40.75,Three,In stock,34
Book Title Item #1470,Fiction,72.71,Two,In stock,36
Book Title Item #1471,Business,33.15,Five,In stock,45
Book Title Item #1472,Arts & Design,55.47,One,In stock,49
Book Title Item #1473,Science & Tech,32.84,Five,In stock,36
Book Title Item #1474,Self-Help,19.34,Four,In stock,45
Book Title Item #1475,Non-Fiction,66.81,Three,In stock,43
Book Title Item #1476,History,43.62,Two,In stock,59
Book Title Item #1477,Non-Fiction,63.61,Two,In stock,61
Book Title Item #1478,Business,46.26,Four,In stock,50
